link,headline,episode,posted_by,main_link,rate,ratingcount,genre,japanese_title,synonims,english_title,status,type,source,duration,total_episode,season,studio,producers,released
https://samehadaku.email/dr-stone-season-3-episode-19/,Dr Stone Season 3 Episode 19,19,Mumun,https://samehadaku.email/anime/dr-stone-season-3-part-2/,8.45,"30,103",Adventure|Comedy|Sci-Fi|Shounen|Time Travel,Japanese Dr.STONE NEW WORLD,Synonyms Dr. Stone: New World Part 2,,Status Completed,Type TV,Source Manga,Duration 23 min. per ep.,Total Episode 11,Season Fall 2023,Studio TMS Entertainment,"Producers Shueisha, TOHO animation","Released:  Oct 12, 2023 to Dec 21, 2023"
https://samehadaku.email/boukensha-ni-naritai-to-miyako-ni-deteitta-musume-ga-s-rank-episode-10/,Boukensha ni Naritai to Miyako ni Deteitta Musume ga S-Rank Episode 10,10,Urusai,https://samehadaku.email/anime/boukensha-ni-naritai-to-miyako-ni-deteitta-musume-ga-s-rank-ni-natteta/,6.73,"10,438",Action|Adventure|Fantasy,Japanese 冒険者になりたいと都に出て行った娘がSランクになってた,Synonyms S-Rank Musume,English My Daughter Left the Nest and Returned an S-Rank Adventurer,Status Completed,Type TV,Source Light novel,Duration 23 min.,Total Episode 13,Season Fall 2023,Studio Typhoon Graphics,"Producers Bushiroad, Bushiroad Move, NBCUniversal Entertainment Japan","Released:  Oct 6, 2023 to Dec 22, 2023"
https://samehadaku.email/jujutsu-kaisen-season-2-episode-19/,Jujutsu Kaisen Season 2 Episode 19,19,Mumun,https://samehadaku.email/anime/jujutsu-kaisen-season-2/,8.96,"187,280",Action|Fantasy|School|Shounen,Japanese 呪術廻戦,"Synonyms Sorcery Fight, JJK, Jujutsu Kaisen 2nd Season, Sorcery Fight Season 2, JJK Season 2",,Status Completed,Type TV,Source Manga,Duration 23 min. per ep.,Total Episode 23,Season Summer 2023,Studio MAPPA,"Producers ainichi Broadcasting System, dugout, Mainichi Broadcasting System, Shueisha, Sumzap, TOHO animation","Released:  Jul 6, 2023 to Dec 28, 2023"
https://samehadaku.email/kage-no-jitsuryokusha-ni-naritakute-season-2-episode-9/,Kage no Jitsuryokusha ni Naritakute! Season 2 Episode 9,9,Urusai,https://samehadaku.email/anime/kage-no-jitsuryokusha-ni-naritakute-season-2/,8.54,"49,940",Action|Comedy|Fantasy|Isekai|Reincarnation,Japanese 陰の実力者になりたくて！ 2nd Season,Synonyms Shadow Garden 2nd Season,English The Eminence in Shadow Season 2,Status Completed,Type TV,Source Light Novel,Duration 23 min. per ep.,Total Episode 12,Season Fall 2023,Studio Nexus,"Producers Kadokawa, Magic Capsule","Released:  Oct 4, 2023 to Dec 20, 2023"
https://samehadaku.email/helck-episode-21/,Helck Episode 21,21,Urusai,https://samehadaku.email/anime/helck/,7.22,"15,534",Action|Fantasy,Japanese ヘルク,,English Helck,Status Completed,Type TV,Source Web manga,Duration 22 min. per ep.,Total Episode 24,Season Summer 2023,Studio Satelight,"Producers Miki Production, Mixer","Released:  Jul 12, 2023 to Dec 20, 2023"
https://samehadaku.email/tokyo-revengers-season-3-episode-9/,Tokyo Revengers Season 3 Episode 9,9,Mumun,https://samehadaku.email/anime/tokyo-revengers-season-3/,8.00,"21,815",Action|Delinquents|Drama|Shounen|Supernatural|Time Travel,Japanese 東京リベンジャーズ 天竺編,Synonyms Tokyo Revengers: Tenjiku-hen,,Status Completed,Type TV,Source Manga,Duration 24 Menit per Eps,Total Episode 13,Season Fall 2023,Studio LIDENFILMS,"Producers AT-X, Kodansha, Mainichi Broadcasting System, Pony Canyon, Sammy, Studio Mausu, Ultra Super Pictures","Released:  Oct 4, 2023 to Dec 27, 2023"
https://samehadaku.email/seiken-gakuin-no-makentsukai-episode-10/,Seiken Gakuin no Makentsukai Episode 10,10,Biasa,https://samehadaku.email/anime/seiken-gakuin-no-makentsukai/,7,1130,Action|Fantasy|Harem|Reincarnation|School,Japanese  聖剣学院の魔剣使い,,English The Demon Sword Master of Excalibur Academy,Status Completed,Type TV,Source Light novel,Duration ,Total Episode ,Season Fall 2023,Studio Passione,Producers Kadokawa,"Released:  Oct 3, 2023 to Des 11, 2023"
https://samehadaku.email/dead-mount-death-play-episode-20/,Dead Mount Death Play Episode 20,20,Mumun,https://samehadaku.email/anime/dead-mount-death-play-part-2/,7.58,"11,931",Action|Fantasy|Reincarnation|Seinen|Supernatural,Japanese デッドマウント・デスプレイ,Synonyms Dead Mount Death Play Cour 2,,Status Completed,Type TV,Source Manga,Duration 23 min. per eps,Total Episode 12,Season Fall 2023,Studio GEEK TOYS,"Producers Crunchyroll, F.M.F, Geek Pictures, Half HP Studio, Kadokawa Media House, King Records, Movic, Square Enix","Released:  Oct 10, 2023 to Dec 26, 2023"
https://samehadaku.email/boushoku-no-berserk-episode-9/,Boushoku no Berserk Episode 9,9,Urusai,https://samehadaku.email/anime/boushoku-no-berserk/,6.94,"21,664",Action|Fantasy,Japanese 暴食のベルセルク,,English Berserk of Gluttony,Status Completed,Type TV,Source Light novel,Duration 23 min. per ep.,Total Episode 12,Season Fall 2023,Studio A.C.G.T.,"Producers Genco, HIAN","Released:  Oct 5, 2023 to Dec 21, 2023"
https://samehadaku.email/shangri-la-frontier-episode-9/,Shangri La Frontier Episode 9,9,Mumun,https://samehadaku.email/anime/shangri-la-frontier/,8.08,"64,521",Action|Adventure|Fantasy|Shounen|Video Game,Japanese シャングリラ・フロンティア～クソゲーハンター、神ゲーに挑まんとす～,"Synonyms Shangri-La Frontier: Kusoge Hunter, Kamige ni Idoman to su",English Shangri-La Frontier: Crappy Game Hunter Challenges God-Tier Game,Status Completed,Type TV,Source Manga,Duration 25 min per eps,Total Episode 25,Season Fall 2023,Studio C2C,"Producers Crunchyroll, Dentsu, flying DOG, Kodansha, Mainichi Broadcasting System, Netmarble, Sammy, Tencent Japan","Released:  Oct 1, 2023 to Mar 31, 2024"
https://samehadaku.email/nanatsu-no-taizai-mokushiroku-no-yonkishi-episode-7/,Nanatsu no Taizai Mokushiroku no Yonkishi Episode 7,7,Urusai,https://samehadaku.email/anime/nanatsu-no-taizai-mokushiroku-no-yonkishi/,7.19,"3,235",Action|Adventure|Fantasy,Japanese  黙示録の四騎士,Synonyms  The Seven Deadly Sins: Four Knights of the Apocalypse,English The Seven Deadly Sins: Four Knights of the Apocalypse,Status Completed,Type TV,Source Manga,Duration 23 min. per ep.,Total Episode 24,Season Fall 2023,Studio Telecom Animation Film,"Producers Dentsu, Kodansha, Marui Group, Movic, Sammy, TBS, TMS Entertainment, VAP","Released:   Oct 8, 2023 to ? Mar 31, 2024"
https://samehadaku.email/captain-tsubasa-season-2-junior-youth-hen-episode-9/,Captain Tsubasa Season 2: Junior Youth-hen Episode 9,9,Urusai,https://samehadaku.email/anime/captain-tsubasa-season-2-junior-youth-hen/,7.41,"2,909",Shounen|Sports|Team Sports,Japanese キャプテン翼シーズン2 ジュニアユース編,,,Status Completed,Type TV,Source Manga,Duration 22 min. per ep.,Total Episode 39,Season Fall 2023,Studio Studio Kai,Producers ,"Released:  Oct 1, 2023 to Jun 30, 2024"
https://samehadaku.email/one-piece-episode-1085/,One Piece Episode 1085,1085,Mumun,https://samehadaku.email/anime/one-piece/,8.71,"1,304,239",Action|Adventure|Comedy|Drama|Fantasy|Shounen|Super Power,Japanese ONE PIECE,Synonyms OP,English One Piece,Status Ongoing,Type TV,Source Manga,Duration 24 min.,Total Episode Unknown,Season Fall 1999,Studio Toei Animation,"Producers Fuji TV, Shueisha, TAP","Released:  Oct 20, 1999 to ?"
https://samehadaku.email/bokura-no-ameiro-protocol-episode-8/,Bokura no Ameiro Protocol Episode 8,8,Biasa,https://samehadaku.email/anime/bokura-no-ameiro-protocol/,"6,2","1,896",Action|vidiogame,Japanese  僕らの雨いろプロトコル,,English Protocol: Rain,Status Completed,Type TV,Source Original,Duration 23 min. per ep.,Total Episode 12,Season Fall 2023,Studio Quad,Producers ,"Released:  Oct 8, 2023 to Des 23, 2023"
https://samehadaku.email/kusuriya-no-hitorigoto-episode-8/,Kusuriya no Hitorigoto Episode 8,8,Urusai,https://samehadaku.email/anime/kusuriya-no-hitorigoto/,8.89,"91,496",Drama|Historical|Medical|Mystery,Japanese 薬屋のひとりごと,Synonyms Drugstore Soliloquy,English The Apothecary Diaries,Status Completed,Type TV,Source Light novel,Duration 22 min. per ep.,Total Episode 24,Season Fall 2023,"Studio OLM, TOHO animation STUDIO",Producers TOHO animation,"Released:  Oct 22, 2023 to Mar 24, 2024"
https://samehadaku.email/buta-no-liver-wa-kanetsu-shiro-episode-8/,Buta no Liver wa Kanetsu Shiro Episode 8,8,Biasa,https://samehadaku.email/anime/buta-no-liver-wa-kanetsu-shiro/,6.1,"2,887 ",Comedy|Fantasy|Isekai,Japanese  豚のレバーは加熱しろ,,English Butareba -The Story of a Man Who Turned into a Pig-,Status Completed,Type TV,Source Light novel,Duration 23 min. per ep.,Total Episode 12,Season Fall 2023,Studio Project No.9,Producers Aniplex,"Released:  Oct 8, 2023 to ?"
https://samehadaku.email/spy-x-family-season-2-episode-8/,Spy x Family Season 2 Episode 8,8,Urusai,https://samehadaku.email/anime/spy-x-family-season-2/,8.20,"53,785",Action|Childcare|Comedy|Shounen,Japanese SPY×FAMILY Season 2,,,Status Completed,Type TV,Source Manga,Duration 23 min. per ep.,Total Episode 12,Season Fall 2023,"Studio CloverWorks, Wit Studio","Producers Shueisha, TOHO animation","Released:  Oct 7, 2023 to Dec 23, 2023"
https://samehadaku.email/kikansha-no-mahou-wa-tokubetsu-desu-episode-8/,Kikansha no Mahou wa Tokubetsu desu Episode 8,8,Urusai,https://samehadaku.email/anime/kikansha-no-mahou-wa-tokubetsu-desu/,7.11,"12, 567",Action|Fantasy|School|Time Travel,Japanese 帰還者の魔法は特別です,Synonyms Gwihwanja-ui Mabeop-eun Teukbyeol-haeya Hamnida,English A Returner's Magic Should Be Special,Status Completed,Type TV,Source Web Manga,Duration 23 min. per ep.,Total Episode 12,Season Fall 2023,Studio Arvo Animation,"Producers Aniplex, Magic Capsule","Released:  Oct 8, 2023 to Dec 24, 2023"
https://samehadaku.email/ragna-crimson-episode-9/,Ragna Crimson Episode 9,9,Mumun,https://samehadaku.email/anime/ragna-crimson/,7.66,"32,817",Action|Fantasy|Shounen,Japanese ラグナクリムゾン,,,Status Completed,Type TV,Source Manga,Duration 24 min. per ep.,Total Episode 24,Season Fall 2023,Studio Silver Link.,"Producers BS11, GREE Entertainment, King Records, Mainichi Broadcasting System, Movic, NewGin, Square Enix","Released:  Oct 1, 2023 to Mar 31, 2024"
https://samehadaku.email/saihate-no-paladin-season-2-episode-8/,Saihate no Paladin Season 2 Episode 8,8,Mumun,https://samehadaku.email/anime/saihate-no-paladin-season-2/,7.20,"8,328",Action|Adventure|Fantasy|Isekai|Reincarnation,Japanese 最果てのパラディン 鉄錆の山の王,Synonyms Saihate no Paladin: Tetsusabi no Yama no Ou,English The Faraway Paladin: The Lord of Rust Mountains,Status Completed,Type TV,Source Light novel,Duration 24 min per eps,Total Episode 12,Season Fall 2023,"Studio OLM, Sunrise Beyond","Producers bilibili, DAX Production, Docomo Anime Store, Overlap","Released:  Oct 7, 2023 to Dec 23, 2023"
https://samehadaku.email/undead-unluck-episode-8/,Undead Unluck Episode 8,8,Urusai,https://samehadaku.email/anime/undead-unluck/,7.82,"42,618",Action|Comedy|Shounen|Super Power|Supernatural,Japanese アンデッドアンラック,,,Status Completed,Type TV,Source Manga,Duration 23 min.,Total Episode 24,Season Fall 2023,Studio David Production,"Producers Shueisha, TMS Entertainment","Released:  Oct 7, 2023 to Mar 23, 2024"
https://samehadaku.email/hametsu-no-oukoku-episode-8/,Hametsu no Oukoku Episode 8,8,Mumun,https://samehadaku.email/anime/hametsu-no-oukoku/,6.55,"23,173",Action|Drama|Fantasy|Gore|Sci-Fi|Shounen,Japanese はめつのおうこく,,English The Kingdoms of Ruin,Status Completed,Type TV,Source Manga,Duration 25 min per eps,Total Episode 12,Season Fall 2023,Studio Yokohama Animation Lab,"Producers arma bianca, CTW, Mag Garden, Mainichi Broadcasting System, NetEase, Nichion, Nikkatsu, RAY","Released:  Oct 7, 2023 to Dec 23, 2023"
https://samehadaku.email/sousou-no-frieren-episode-12/,Sousou no Frieren Episode 12,12,Urusai,https://samehadaku.email/anime/sousou-no-frieren/,9.32,"216,259",Adventure|Drama|Fantasy|Shounen,Japanese 葬送のフリーレン,Synonyms Frieren at the Funeral,English Frieren: Beyond Journey's End,Status Completed,Type TV,Source Manga,Duration 25 min.,Total Episode 28,Season Fall 2023,Studio Madhouse,"Producers Shogakukan, TOHO animation","Released:  Sep 29, 2023 to Mar 22, 2024"
https://samehadaku.email/goblin-slayer-season-2-epsiode-8/,Goblin Slayer Season 2 Epsiode 8,8,Biasa,https://samehadaku.email/anime/goblin-slayer-season-2/,7.7,8595,Action|Adventure|Fantasy|Gore,Japanese  ゴブリンスレイヤーⅡ,Synonyms Goblin Slayer 2nd Season,,Status Completed,Type TV,Source Light novel,Duration  23 min. per ep.,Total Episode 12,Season Fall 2023,Studio LIDENFILMS,"Producers AT-X, Bushiroad, Frontier Works, Good Smile Film, Hakuhodo DY Music & Pictures, SB Creative, Sony Pictures Entertainment","Released:  Oct 7, 2023 to ? Des 23, 2023"
https://samehadaku.email/tate-no-yuusha-no-nariagari-season-3-episode-8/,Tate no Yuusha no Nariagari Season 3 Episode 8,8,Mumun,https://samehadaku.email/anime/tate-no-yuusha-no-nariagari-season-3/,7.32,"26,075",Action|Adventure|Drama|Fantasy|Isekai,Japanese 盾の勇者の成り上がり Season 3,"Synonyms Tate no Yuusha no Nariagari 3rd Season, The Rising of the Shield Hero 3rd Season",English The Rising of the Shield Hero Season 3,Status Completed,Type TV,Source Light novel,Duration 24 min per eps,Total Episode 12,Season Fall 2023,Studio Kinema Citrus,"Producers AT-X, Crunchyroll, Frontier Works, Glovision, Good Smile Company, Kadokawa, Nippon Columbia, NTT Docomo, Sammy","Released:  Oct 6, 2023 to Dec 22, 2023"
https://samehadaku.email/rurouni-kenshin-meiji-kenkaku-romantan-2023-episode-21/,Rurouni Kenshin Meiji Kenkaku Romantan (2023) Episode 21,21,Biasa,https://samehadaku.email/anime/rurouni-kenshin-meiji-kenkaku-romantan-2023/,7.9,6.309,Action|Historical|Martial Arts|Romance,Japanese るろうに剣心 -明治剣客浪漫譚-,,,Status Completed,Type TV,Source Manga,Duration 22 mnt. per ep.,Total Episode 24,Season Summer 2023,Studio LIDENFILMS,"Producers Aniplex, Shueisha","Released:  Jul 6, 2023 to Des 14, 2023"
https://samehadaku.email/mahoutsukai-no-yome-season-2-cour-2-episode-8/,Mahoutsukai no Yome Season 2 Cour 2 Episode 8,8,Urusai,https://samehadaku.email/anime/mahoutsukai-no-yome-season-2-cour-2/,7.85,"7,956",Drama|Fantasy|Mythology|Romance|Shounen,Japanese 魔法使いの嫁 SEASON2 第2クール,,English The Ancient Magus' Bride Season 2 Part 2,Status Completed,Type TV,Source Manga,Duration 24 min. per ep.,Total Episode 12,Season Fall 2023,Studio Studio Kafka,"Producers Chiptune, flying DOG","Released:  Oct 5, 2023 to Dec 21, 2023"
https://samehadaku.email/ojou-to-banken-kun-episode-9/,Ojou to Banken kun Episode 9,9,Mumun,https://samehadaku.email/anime/ojou-to-banken-kun/,5.91,"9,462",Romance|School|Shoujo,Japanese お嬢と番犬くん,Synonyms Ojou to Banken-kun,English A Girl & Her Guard Dog,Status Completed,Type TV,Source Manga,Duration  23 min. per ep.,Total Episode 13,Season Fall 2023,Studio Project No.9,"Producers Bit grooove promotion, BS Asahi, CHOCOLATE, Crunchyroll, Kodansha, Pony Canyon, Yomiuri Telecasting","Released:  Sep 29, 2023 to Dec 22, 2023"
https://samehadaku.email/boukensha-ni-naritai-to-miyako-ni-deteitta-musume-ga-s-rank-episode-9/,Boukensha ni Naritai to Miyako ni Deteitta Musume ga S-Rank Episode 9,9,Urusai,https://samehadaku.email/anime/boukensha-ni-naritai-to-miyako-ni-deteitta-musume-ga-s-rank-ni-natteta/,6.73,"10,438",Action|Adventure|Fantasy,Japanese 冒険者になりたいと都に出て行った娘がSランクになってた,Synonyms S-Rank Musume,English My Daughter Left the Nest and Returned an S-Rank Adventurer,Status Completed,Type TV,Source Light novel,Duration 23 min.,Total Episode 13,Season Fall 2023,Studio Typhoon Graphics,"Producers Bushiroad, Bushiroad Move, NBCUniversal Entertainment Japan","Released:  Oct 6, 2023 to Dec 22, 2023"
https://samehadaku.email/dr-stone-season-3-episode-18/,Dr Stone Season 3 Episode 18,18,Mumun,https://samehadaku.email/anime/dr-stone-season-3-part-2/,8.45,"30,103",Adventure|Comedy|Sci-Fi|Shounen|Time Travel,Japanese Dr.STONE NEW WORLD,Synonyms Dr. Stone: New World Part 2,,Status Completed,Type TV,Source Manga,Duration 23 min. per ep.,Total Episode 11,Season Fall 2023,Studio TMS Entertainment,"Producers Shueisha, TOHO animation","Released:  Oct 12, 2023 to Dec 21, 2023"
https://samehadaku.email/jujutsu-kaisen-season-2-episode-18/,Jujutsu Kaisen Season 2 Episode 18,18,Mumun,https://samehadaku.email/anime/jujutsu-kaisen-season-2/,8.96,"187,280",Action|Fantasy|School|Shounen,Japanese 呪術廻戦,"Synonyms Sorcery Fight, JJK, Jujutsu Kaisen 2nd Season, Sorcery Fight Season 2, JJK Season 2",,Status Completed,Type TV,Source Manga,Duration 23 min. per ep.,Total Episode 23,Season Summer 2023,Studio MAPPA,"Producers ainichi Broadcasting System, dugout, Mainichi Broadcasting System, Shueisha, Sumzap, TOHO animation","Released:  Jul 6, 2023 to Dec 28, 2023"
https://samehadaku.email/kage-no-jitsuryokusha-ni-naritakute-season-2-episode-8/,Kage no Jitsuryokusha ni Naritakute! Season 2 Episode 8,8,Urusai,https://samehadaku.email/anime/kage-no-jitsuryokusha-ni-naritakute-season-2/,8.54,"49,940",Action|Comedy|Fantasy|Isekai|Reincarnation,Japanese 陰の実力者になりたくて！ 2nd Season,Synonyms Shadow Garden 2nd Season,English The Eminence in Shadow Season 2,Status Completed,Type TV,Source Light Novel,Duration 23 min. per ep.,Total Episode 12,Season Fall 2023,Studio Nexus,"Producers Kadokawa, Magic Capsule","Released:  Oct 4, 2023 to Dec 20, 2023"
https://samehadaku.email/helck-episode-20/,Helck Episode 20,20,Urusai,https://samehadaku.email/anime/helck/,7.22,"15,534",Action|Fantasy,Japanese ヘルク,,English Helck,Status Completed,Type TV,Source Web manga,Duration 22 min. per ep.,Total Episode 24,Season Summer 2023,Studio Satelight,"Producers Miki Production, Mixer","Released:  Jul 12, 2023 to Dec 20, 2023"
https://samehadaku.email/tokyo-revengers-season-3-episode-8/,Tokyo Revengers Season 3 Episode 8,8,Mumun,https://samehadaku.email/anime/tokyo-revengers-season-3/,8.00,"21,815",Action|Delinquents|Drama|Shounen|Supernatural|Time Travel,Japanese 東京リベンジャーズ 天竺編,Synonyms Tokyo Revengers: Tenjiku-hen,,Status Completed,Type TV,Source Manga,Duration 24 Menit per Eps,Total Episode 13,Season Fall 2023,Studio LIDENFILMS,"Producers AT-X, Kodansha, Mainichi Broadcasting System, Pony Canyon, Sammy, Studio Mausu, Ultra Super Pictures","Released:  Oct 4, 2023 to Dec 27, 2023"
https://samehadaku.email/seiken-gakuin-no-makentsukai-episode-9/,Seiken Gakuin no Makentsukai Episode 9,9,Biasa,https://samehadaku.email/anime/seiken-gakuin-no-makentsukai/,7,1130,Action|Fantasy|Harem|Reincarnation|School,Japanese  聖剣学院の魔剣使い,,English The Demon Sword Master of Excalibur Academy,Status Completed,Type TV,Source Light novel,Duration ,Total Episode ,Season Fall 2023,Studio Passione,Producers Kadokawa,"Released:  Oct 3, 2023 to Des 11, 2023"
https://samehadaku.email/dead-mount-death-play-episode-19/,Dead Mount Death Play Episode 19,19,Mumun,https://samehadaku.email/anime/dead-mount-death-play-part-2/,7.58,"11,931",Action|Fantasy|Reincarnation|Seinen|Supernatural,Japanese デッドマウント・デスプレイ,Synonyms Dead Mount Death Play Cour 2,,Status Completed,Type TV,Source Manga,Duration 23 min. per eps,Total Episode 12,Season Fall 2023,Studio GEEK TOYS,"Producers Crunchyroll, F.M.F, Geek Pictures, Half HP Studio, Kadokawa Media House, King Records, Movic, Square Enix","Released:  Oct 10, 2023 to Dec 26, 2023"
https://samehadaku.email/boushoku-no-berserk-episode-8/,Boushoku no Berserk Episode 8,8,Urusai,https://samehadaku.email/anime/boushoku-no-berserk/,6.94,"21,664",Action|Fantasy,Japanese 暴食のベルセルク,,English Berserk of Gluttony,Status Completed,Type TV,Source Light novel,Duration 23 min. per ep.,Total Episode 12,Season Fall 2023,Studio A.C.G.T.,"Producers Genco, HIAN","Released:  Oct 5, 2023 to Dec 21, 2023"
https://samehadaku.email/nanatsu-no-taizai-mokushiroku-no-yonkishi-episode-6/,Nanatsu no Taizai Mokushiroku no Yonkishi Episode 6,6,Biasa,https://samehadaku.email/anime/nanatsu-no-taizai-mokushiroku-no-yonkishi/,7.19,"3,235",Action|Adventure|Fantasy,Japanese  黙示録の四騎士,Synonyms  The Seven Deadly Sins: Four Knights of the Apocalypse,English The Seven Deadly Sins: Four Knights of the Apocalypse,Status Completed,Type TV,Source Manga,Duration 23 min. per ep.,Total Episode 24,Season Fall 2023,Studio Telecom Animation Film,"Producers Dentsu, Kodansha, Marui Group, Movic, Sammy, TBS, TMS Entertainment, VAP","Released:   Oct 8, 2023 to ? Mar 31, 2024"
https://samehadaku.email/shangri-la-frontier-episode-8/,Shangri La Frontier Episode 8,8,Mumun,https://samehadaku.email/anime/shangri-la-frontier/,8.08,"64,521",Action|Adventure|Fantasy|Shounen|Video Game,Japanese シャングリラ・フロンティア～クソゲーハンター、神ゲーに挑まんとす～,"Synonyms Shangri-La Frontier: Kusoge Hunter, Kamige ni Idoman to su",English Shangri-La Frontier: Crappy Game Hunter Challenges God-Tier Game,Status Completed,Type TV,Source Manga,Duration 25 min per eps,Total Episode 25,Season Fall 2023,Studio C2C,"Producers Crunchyroll, Dentsu, flying DOG, Kodansha, Mainichi Broadcasting System, Netmarble, Sammy, Tencent Japan","Released:  Oct 1, 2023 to Mar 31, 2024"
https://samehadaku.email/captain-tsubasa-season-2-junior-youth-hen-episode-8/,Captain Tsubasa Season 2: Junior Youth-hen Episode 8,8,Urusai,https://samehadaku.email/anime/captain-tsubasa-season-2-junior-youth-hen/,7.41,"2,909",Shounen|Sports|Team Sports,Japanese キャプテン翼シーズン2 ジュニアユース編,,,Status Completed,Type TV,Source Manga,Duration 22 min. per ep.,Total Episode 39,Season Fall 2023,Studio Studio Kai,Producers ,"Released:  Oct 1, 2023 to Jun 30, 2024"
https://samehadaku.email/one-piece-episode-1084/,One Piece Episode 1084,1084,Mumun,https://samehadaku.email/anime/one-piece/,8.71,"1,304,239",Action|Adventure|Comedy|Drama|Fantasy|Shounen|Super Power,Japanese ONE PIECE,Synonyms OP,English One Piece,Status Ongoing,Type TV,Source Manga,Duration 24 min.,Total Episode Unknown,Season Fall 1999,Studio Toei Animation,"Producers Fuji TV, Shueisha, TAP","Released:  Oct 20, 1999 to ?"
https://samehadaku.email/bokura-no-ameiro-protocol-episode-7/,Bokura no Ameiro Protocol Episode 7,7,Biasa,https://samehadaku.email/anime/bokura-no-ameiro-protocol/,"6,2","1,896",Action|vidiogame,Japanese  僕らの雨いろプロトコル,,English Protocol: Rain,Status Completed,Type TV,Source Original,Duration 23 min. per ep.,Total Episode 12,Season Fall 2023,Studio Quad,Producers ,"Released:  Oct 8, 2023 to Des 23, 2023"
https://samehadaku.email/kusuriya-no-hitorigoto-episode-7/,Kusuriya no Hitorigoto Episode 7,7,Urusai,https://samehadaku.email/anime/kusuriya-no-hitorigoto/,8.89,"91,496",Drama|Historical|Medical|Mystery,Japanese 薬屋のひとりごと,Synonyms Drugstore Soliloquy,English The Apothecary Diaries,Status Completed,Type TV,Source Light novel,Duration 22 min. per ep.,Total Episode 24,Season Fall 2023,"Studio OLM, TOHO animation STUDIO",Producers TOHO animation,"Released:  Oct 22, 2023 to Mar 24, 2024"
https://samehadaku.email/buta-no-liver-wa-kanetsu-shiro-episode-7/,Buta no Liver wa Kanetsu Shiro Episode 7,7,Biasa,https://samehadaku.email/anime/buta-no-liver-wa-kanetsu-shiro/,6.1,"2,887 ",Comedy|Fantasy|Isekai,Japanese  豚のレバーは加熱しろ,,English Butareba -The Story of a Man Who Turned into a Pig-,Status Completed,Type TV,Source Light novel,Duration 23 min. per ep.,Total Episode 12,Season Fall 2023,Studio Project No.9,Producers Aniplex,"Released:  Oct 8, 2023 to ?"
https://samehadaku.email/spy-x-family-season-2-episode-7/,Spy x Family Season 2 Episode 7,7,Urusai,https://samehadaku.email/anime/spy-x-family-season-2/,8.20,"53,785",Action|Childcare|Comedy|Shounen,Japanese SPY×FAMILY Season 2,,,Status Completed,Type TV,Source Manga,Duration 23 min. per ep.,Total Episode 12,Season Fall 2023,"Studio CloverWorks, Wit Studio","Producers Shueisha, TOHO animation","Released:  Oct 7, 2023 to Dec 23, 2023"
https://samehadaku.email/kikansha-no-mahou-wa-tokubetsu-desu-episode-7/,Kikansha no Mahou wa Tokubetsu desu Episode 7,7,Urusai,https://samehadaku.email/anime/kikansha-no-mahou-wa-tokubetsu-desu/,7.11,"12, 567",Action|Fantasy|School|Time Travel,Japanese 帰還者の魔法は特別です,Synonyms Gwihwanja-ui Mabeop-eun Teukbyeol-haeya Hamnida,English A Returner's Magic Should Be Special,Status Completed,Type TV,Source Web Manga,Duration 23 min. per ep.,Total Episode 12,Season Fall 2023,Studio Arvo Animation,"Producers Aniplex, Magic Capsule","Released:  Oct 8, 2023 to Dec 24, 2023"
https://samehadaku.email/ragna-crimson-episode-8/,Ragna Crimson Episode 8,8,Mumun,https://samehadaku.email/anime/ragna-crimson/,7.66,"32,817",Action|Fantasy|Shounen,Japanese ラグナクリムゾン,,,Status Completed,Type TV,Source Manga,Duration 24 min. per ep.,Total Episode 24,Season Fall 2023,Studio Silver Link.,"Producers BS11, GREE Entertainment, King Records, Mainichi Broadcasting System, Movic, NewGin, Square Enix","Released:  Oct 1, 2023 to Mar 31, 2024"
https://samehadaku.email/saihate-no-paladin-season-2-episode-7/,Saihate no Paladin Season 2 Episode 7,7,Mumun,https://samehadaku.email/anime/saihate-no-paladin-season-2/,7.20,"8,328",Action|Adventure|Fantasy|Isekai|Reincarnation,Japanese 最果てのパラディン 鉄錆の山の王,Synonyms Saihate no Paladin: Tetsusabi no Yama no Ou,English The Faraway Paladin: The Lord of Rust Mountains,Status Completed,Type TV,Source Light novel,Duration 24 min per eps,Total Episode 12,Season Fall 2023,"Studio OLM, Sunrise Beyond","Producers bilibili, DAX Production, Docomo Anime Store, Overlap","Released:  Oct 7, 2023 to Dec 23, 2023"
https://samehadaku.email/undead-unluck-episode-7/,Undead Unluck Episode 7,7,Urusai,https://samehadaku.email/anime/undead-unluck/,7.82,"42,618",Action|Comedy|Shounen|Super Power|Supernatural,Japanese アンデッドアンラック,,,Status Completed,Type TV,Source Manga,Duration 23 min.,Total Episode 24,Season Fall 2023,Studio David Production,"Producers Shueisha, TMS Entertainment","Released:  Oct 7, 2023 to Mar 23, 2024"
https://samehadaku.email/hametsu-no-oukoku-episode-7/,Hametsu no Oukoku Episode 7,7,Mumun,https://samehadaku.email/anime/hametsu-no-oukoku/,6.55,"23,173",Action|Drama|Fantasy|Gore|Sci-Fi|Shounen,Japanese はめつのおうこく,,English The Kingdoms of Ruin,Status Completed,Type TV,Source Manga,Duration 25 min per eps,Total Episode 12,Season Fall 2023,Studio Yokohama Animation Lab,"Producers arma bianca, CTW, Mag Garden, Mainichi Broadcasting System, NetEase, Nichion, Nikkatsu, RAY","Released:  Oct 7, 2023 to Dec 23, 2023"
